date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,DayMonth
2016-07-01,26.0,31.2,27.9,85.0,9.6,8.5,5.0,300.0,3.0,SE,96741,01-07
2016-07-02,26.0,32.2,29.0,76.0,1.0,0.7,5.0,40.0,3.0,NE,96741,02-07
2016-07-03,27.0,32.8,29.0,79.0,0.0,7.4,4.0,40.0,2.0,N ,96741,03-07
2016-07-04,24.0,32.9,28.3,80.0,43.4,7.3,5.0,110.0,2.0,N ,96741,04-07
2016-07-05,25.0,34.0,29.4,75.0,0.0,8.3,5.0,130.0,2.0,N ,96741,05-07
2016-07-06,26.0,33.6,29.6,76.0,0.0,8.4,5.0,90.0,4.0,SE,96741,06-07
2016-07-07,27.0,33.4,29.2,77.0,,9.0,6.0,70.0,4.0,E ,96741,07-07
2016-07-08,26.0,32.5,28.5,78.0,1.0,8.4,5.0,60.0,2.0,N ,96741,08-07
2016-07-09,,34.4,29.7,71.0,0.0,8.5,4.0,100.0,2.0,SE,96741,09-07
2016-07-10,27.0,31.6,28.0,79.0,0.0,6.9,4.0,110.0,2.0,N ,96741,10-07
2016-07-11,27.0,33.2,29.2,76.0,0.0,0.5,4.0,40.0,3.0,E ,96741,11-07
2016-07-12,26.0,33.3,29.0,76.0,,7.4,4.0,360.0,2.0,SE,96741,12-07
2016-07-13,27.0,33.2,29.0,74.0,,6.1,4.0,40.0,1.0,N ,96741,13-07
2016-07-14,27.0,32.2,29.3,74.0,0.0,7.6,5.0,90.0,2.0,SE,96741,14-07
2016-07-15,27.0,33.6,29.8,72.0,0.0,5.0,6.0,120.0,2.0,SE,96741,15-07
2016-07-16,27.0,32.4,28.4,80.0,0.0,8.6,4.0,80.0,2.0,N ,96741,16-07
2016-07-17,27.0,32.3,27.8,80.0,,6.9,5.0,250.0,1.0,N ,96741,17-07
2016-07-18,25.0,32.6,28.4,76.0,36.5,4.9,3.0,340.0,1.0,N ,96741,18-07
2016-07-19,26.0,32.6,27.8,82.0,0.5,8.4,4.0,290.0,2.0,N ,96741,19-07
2016-07-20,26.0,31.6,27.2,79.0,10.3,5.9,4.0,60.0,1.0,N ,96741,20-07
2016-07-21,25.0,31.9,28.3,75.0,1.0,2.1,4.0,50.0,2.0,N ,96741,21-07
2016-07-22,26.0,31.2,26.6,86.0,,8.0,4.0,120.0,1.0,N ,96741,22-07
2016-07-23,25.0,32.5,28.2,75.0,3.8,1.5,5.0,50.0,2.0,N ,96741,23-07
2016-07-24,25.0,32.2,27.7,80.0,0.0,8.1,5.0,270.0,2.0,N ,96741,24-07
2016-07-25,25.0,31.9,27.4,78.0,9.8,7.1,5.0,270.0,1.0,N ,96741,25-07
2016-07-26,25.0,32.5,28.2,73.0,0.5,1.3,3.0,20.0,2.0,N ,96741,26-07
2016-07-27,,32.4,28.8,69.0,0.5,7.6,5.0,130.0,3.0,SE,96741,27-07
2016-07-28,26.0,33.3,29.2,70.0,,8.1,5.0,70.0,3.0,E ,96741,28-07
2016-07-29,27.0,33.6,29.3,72.0,0.0,7.3,5.0,40.0,3.0,E ,96741,29-07
2016-07-30,27.0,32.3,28.7,75.0,,7.9,4.0,20.0,2.0,N ,96741,30-07
2016-07-31,26.0,33.2,28.7,70.0,0.0,6.2,5.0,40.0,2.0,SE,96741,31-07
2016-08-01,26.0,32.5,29.4,71.0,,8.3,5.0,50.0,2.0,N ,96741,01-08
2016-08-02,26.0,,28.5,69.0,3.8,7.9,3.0,10.0,1.0,N ,96741,02-08
2016-08-03,26.0,32.8,28.6,59.0,0.0,8.1,5.0,30.0,2.0,N ,96741,03-08
2016-08-04,26.0,32.6,28.8,66.0,0.0,8.2,4.0,240.0,2.0,N ,96741,04-08
2016-08-05,26.0,21.3,28.7,69.0,0.0,7.3,4.0,40.0,2.0,NE,96741,05-08
2016-08-06,26.0,32.8,28.9,71.0,,8.2,3.0,360.0,2.0,N ,96741,06-08
2016-08-07,26.0,33.6,29.2,68.0,,8.4,4.0,350.0,2.0,N ,96741,07-08
2016-08-08,26.0,,28.4,82.0,2.4,6.9,4.0,130.0,2.0,N ,96741,08-08
2016-08-09,26.0,32.2,28.8,79.0,11.6,4.7,5.0,70.0,2.0,N ,96741,09-08
2016-08-10,26.0,34.4,29.3,75.0,0.0,,6.0,50.0,3.0,NE,96741,10-08
2016-08-11,25.0,32.2,28.6,80.0,42.3,8.4,4.0,40.0,2.0,N ,96741,11-08
2016-08-12,26.0,32.6,29.2,73.0,0.0,6.8,5.0,60.0,1.0,N ,96741,12-08
2016-08-13,27.0,31.5,29.3,74.0,0.0,8.1,5.0,100.0,1.0,N ,96741,13-08
2016-08-14,24.0,31.4,27.0,84.0,39.1,1.8,5.0,30.0,2.0,N ,96741,14-08
2016-08-15,25.0,31.5,28.4,78.0,24.1,1.6,4.0,120.0,2.0,SE,96741,15-08
2016-08-16,26.0,31.6,27.7,81.0,0.1,2.4,5.0,60.0,2.0,N ,96741,16-08
2016-08-17,26.0,33.4,29.1,71.0,0.0,1.4,5.0,70.0,2.0,N ,96741,17-08
2016-08-18,26.0,31.2,28.2,79.0,1.4,8.5,3.0,50.0,2.0,NE,96741,18-08
2016-08-19,26.0,33.0,29.3,77.0,2.0,6.3,4.0,240.0,3.0,N ,96741,19-08
2016-08-20,24.0,32.2,28.2,76.0,6.3,6.1,4.0,20.0,2.0,N ,96741,20-08
2016-08-21,25.0,31.6,28.7,75.0,0.0,,4.0,60.0,2.0,E ,96741,21-08
2016-08-22,26.0,32.3,28.6,75.0,0.2,8.3,4.0,50.0,3.0,NE,96741,22-08
2016-08-23,25.0,32.1,28.3,77.0,7.0,8.0,3.0,270.0,2.0,N ,96741,23-08
2016-08-24,25.0,31.6,27.7,78.0,18.8,7.4,4.0,130.0,1.0,N ,96741,24-08
2016-08-25,25.0,31.8,28.4,75.0,0.7,7.3,5.0,290.0,2.0,N ,96741,25-08
2016-08-26,26.0,31.8,28.6,75.0,0.0,4.5,4.0,50.0,3.0,NE,96741,26-08
2016-08-27,26.0,33.0,28.0,80.0,,5.6,5.0,130.0,2.0,SE,96741,27-08
2016-08-28,26.0,33.2,29.5,75.0,0.4,7.5,4.0,110.0,2.0,N ,96741,28-08
2016-08-29,27.0,32.6,27.4,84.0,0.0,6.1,6.0,110.0,2.0,N ,96741,29-08
2016-08-30,25.0,31.6,27.9,81.0,25.0,3.7,3.0,70.0,2.0,W ,96741,30-08
2016-08-31,25.0,32.8,28.7,78.0,22.5,4.3,4.0,60.0,2.0,N ,96741,31-08
2016-09-01,26.0,32.8,29.2,76.0,0.0,6.4,5.0,30.0,2.0,C ,96741,01-09
2016-09-02,,32.8,29.4,77.0,4.7,8.9,4.0,210.0,2.0,N ,96741,02-09
2016-09-03,27.0,31.8,28.9,76.0,2.3,7.7,5.0,40.0,3.0,NE,96741,03-09
2016-09-04,26.0,,28.9,75.0,,8.7,4.0,30.0,2.0,NE,96741,04-09
2016-09-05,25.0,33.0,29.1,76.0,28.3,9.4,5.0,50.0,2.0,N ,96741,05-09
2016-09-06,,32.8,29.2,74.0,0.0,9.7,4.0,70.0,2.0,E ,96741,06-09
2016-09-07,25.0,32.3,28.3,78.0,3.4,8.9,5.0,40.0,2.0,N ,96741,07-09
2016-09-08,24.0,32.0,28.3,77.0,36.4,,4.0,30.0,1.0,N ,96741,08-09
2016-09-09,27.0,33.0,29.5,72.0,0.0,5.9,4.0,30.0,2.0,N ,96741,09-09
2016-09-10,27.0,33.2,29.6,68.0,0.0,7.8,4.0,70.0,2.0,E ,96741,10-09
2016-09-11,27.0,33.6,29.5,70.0,0.0,7.9,4.0,130.0,2.0,NE,96741,11-09
2016-09-12,26.0,33.0,29.1,67.0,,10.0,4.0,20.0,2.0,N ,96741,12-09
2016-09-13,26.0,32.6,29.1,69.0,0.0,8.9,4.0,20.0,2.0,N ,96741,13-09
2016-09-14,27.0,32.4,29.5,73.0,,,5.0,80.0,2.0,N ,96741,14-09
2016-09-15,25.0,32.6,28.2,74.0,39.5,7.3,4.0,50.0,1.0,N ,96741,15-09
2016-09-16,26.0,32.0,28.3,79.0,0.0,9.6,4.0,70.0,2.0,NE,96741,16-09
2016-09-17,25.0,32.2,29.2,75.0,0.0,5.2,4.0,280.0,2.0,N ,96741,17-09
2016-09-18,26.0,32.0,28.7,79.0,4.2,2.9,3.0,60.0,1.0,N ,96741,18-09
2016-09-19,27.0,33.0,29.5,76.0,0.0,6.5,4.0,360.0,1.0,N ,96741,19-09
2016-09-20,27.0,35.2,29.7,72.0,0.0,7.1,6.0,270.0,4.0,W ,96741,20-09
2016-09-21,27.0,32.8,28.4,76.0,,9.3,5.0,310.0,2.0,W ,96741,21-09
2016-09-22,26.0,30.6,28.1,80.0,29.0,1.9,3.0,30.0,1.0,N ,96741,22-09
2016-09-23,26.0,32.4,28.6,78.0,,1.8,5.0,260.0,1.0,N ,96741,23-09
2016-09-24,26.0,33.0,28.1,80.0,,6.7,5.0,170.0,2.0,N ,96741,24-09
2016-09-25,26.0,33.0,29.5,74.0,0.2,7.5,3.0,270.0,2.0,N ,96741,25-09
2016-09-26,25.0,33.8,29.3,70.0,38.0,7.7,7.0,270.0,3.0,W ,96741,26-09
2016-09-27,27.0,32.4,29.1,75.0,0.0,5.1,6.0,270.0,2.0,W ,96741,27-09
2016-09-28,26.0,32.2,28.8,70.0,,4.3,4.0,70.0,1.0,E ,96741,28-09
2016-09-29,24.0,32.3,28.0,79.0,7.6,6.4,4.0,40.0,2.0,NE,96741,29-09
2016-09-30,25.0,29.5,27.4,85.0,10.0,7.3,4.0,290.0,2.0,W ,96741,30-09
2016-10-01,25.0,32.4,29.1,75.0,49.3,0.1,5.0,270.0,3.0,W ,96741,01-10
2016-10-02,27.0,31.8,28.1,75.0,0.0,6.3,7.0,280.0,4.0,W ,96741,02-10
2016-10-03,26.0,32.2,28.6,70.0,,3.6,3.0,40.0,1.0,N ,96741,03-10
2016-10-04,26.0,32.2,28.0,76.0,,4.7,4.0,240.0,1.0,N ,96741,04-10
2016-10-05,26.0,32.8,29.1,73.0,0.2,2.3,4.0,320.0,2.0,N ,96741,05-10
2016-10-06,26.0,32.6,28.4,75.0,0.8,5.1,3.0,230.0,1.0,N ,96741,06-10
2016-10-07,26.0,33.2,29.3,72.0,,0.6,4.0,10.0,2.0,N ,96741,07-10
2016-10-08,27.0,31.1,28.1,77.0,,7.1,5.0,280.0,2.0,W ,96741,08-10
2016-10-09,25.0,32.0,27.5,77.0,5.0,0.0,6.0,40.0,2.0,N ,96741,09-10
2016-10-10,25.0,31.0,27.4,84.0,3.9,4.6,4.0,80.0,1.0,N ,96741,10-10
2016-10-11,26.0,31.5,28.3,76.0,0.6,0.0,4.0,50.0,1.0,N ,96741,11-10
2016-10-12,26.0,29.0,27.8,83.0,3.3,1.7,3.0,70.0,1.0,N ,96741,12-10
2016-10-13,27.0,31.6,28.3,79.0,0.3,0.0,3.0,340.0,1.0,W ,96741,13-10
2016-10-14,26.0,30.6,27.7,78.0,0.2,2.6,5.0,260.0,3.0,W ,96741,14-10
2016-10-15,26.0,31.5,28.3,76.0,0.0,0.0,3.0,40.0,1.0,N ,96741,15-10
2016-10-16,26.0,33.2,29.3,73.0,3.5,1.2,5.0,60.0,2.0,E ,96741,16-10
2016-10-17,27.0,33.2,29.8,68.0,0.0,5.3,3.0,10.0,2.0,N ,96741,17-10
2016-10-18,28.0,33.0,30.1,66.0,,0.1,3.0,100.0,2.0,E ,96741,18-10
2016-10-19,27.0,32.8,30.2,70.0,0.0,6.5,4.0,120.0,2.0,N ,96741,19-10
2016-10-20,27.0,33.6,29.7,72.0,,8.0,3.0,40.0,1.0,N ,96741,20-10
2016-10-21,28.0,32.8,29.3,73.0,,5.6,3.0,350.0,1.0,N ,96741,21-10
2016-10-22,25.0,32.2,28.4,82.0,20.0,3.9,4.0,80.0,2.0,E ,96741,22-10
2016-10-23,,24.8,25.4,92.0,21.5,0.0,3.0,160.0,1.0,N ,96741,23-10
2016-10-24,,31.6,28.1,77.0,28.4,0.5,3.0,50.0,1.0,N ,96741,24-10
2016-10-25,25.0,31.8,28.3,78.0,2.5,3.5,3.0,10.0,1.0,N ,96741,25-10
2016-10-26,26.0,32.2,28.5,79.0,2.0,7.5,8.0,310.0,2.0,N ,96741,26-10
2016-10-27,26.0,31.2,28.0,77.0,18.3,7.1,5.0,260.0,1.0,N ,96741,27-10
2016-10-28,26.0,31.1,27.7,81.0,,3.6,4.0,290.0,1.0,N ,96741,28-10
2016-10-29,25.0,32.8,28.0,78.0,46.6,0.5,5.0,290.0,1.0,N ,96741,29-10
2016-10-30,25.0,32.4,28.4,76.0,2.3,5.0,4.0,280.0,1.0,N ,96741,30-10
2016-10-31,26.0,32.8,29.1,72.0,0.0,9.2,4.0,270.0,2.0,W ,96741,31-10
2016-11-01,27.0,33.5,28.8,77.0,,5.4,6.0,300.0,2.0,W ,96741,01-11
2016-11-02,26.0,33.0,28.6,71.0,6.5,4.5,8.0,320.0,3.0,W ,96741,02-11
2016-11-03,27.0,32.3,28.8,74.0,1.4,4.0,5.0,280.0,2.0,N ,96741,03-11
2016-11-04,26.0,31.5,28.8,74.0,0.0,2.0,3.0,340.0,1.0,N ,96741,04-11
2016-11-05,27.0,32.1,29.1,71.0,,1.1,3.0,320.0,1.0,N ,96741,05-11
2016-11-06,27.0,33.2,29.9,70.0,,0.0,4.0,10.0,2.0,N ,96741,06-11
2016-11-07,27.0,33.4,30.1,71.0,0.0,7.0,4.0,40.0,2.0,N ,96741,07-11
2016-11-08,28.0,31.5,28.5,80.0,,,4.0,140.0,1.0,N ,96741,08-11
2016-11-09,25.0,33.1,28.3,77.0,18.5,1.1,5.0,120.0,2.0,N ,96741,09-11
2016-11-10,26.0,32.4,28.0,75.0,,6.2,4.0,320.0,2.0,N ,96741,10-11
2016-11-11,26.0,32.0,28.3,79.0,0.3,7.1,4.0,10.0,1.0,N ,96741,11-11
2016-11-12,25.0,33.0,29.1,74.0,7.7,3.7,3.0,120.0,2.0,E ,96741,12-11
2016-11-13,26.0,31.4,26.8,89.0,1.0,4.1,3.0,130.0,1.0,N ,96741,13-11
2016-11-14,25.0,32.0,28.2,75.0,29.1,4.0,4.0,330.0,2.0,N ,96741,14-11
2016-11-15,26.0,32.8,28.2,76.0,0.0,3.0,4.0,300.0,1.0,N ,96741,15-11
2016-11-16,25.0,32.5,28.7,74.0,6.1,0.8,3.0,20.0,1.0,N ,96741,16-11
2016-11-17,26.0,33.2,29.1,75.0,14.5,6.1,4.0,10.0,2.0,N ,96741,17-11
2016-11-18,27.0,32.0,28.4,76.0,,,3.0,290.0,1.0,N ,96741,18-11
2016-11-19,27.0,34.2,29.7,73.0,0.3,2.3,5.0,40.0,2.0,N ,96741,19-11
2016-11-20,27.0,,29.7,72.0,,9.1,4.0,60.0,1.0,N ,96741,20-11
2016-11-21,27.0,31.3,28.2,79.0,,6.4,4.0,250.0,2.0,N ,96741,21-11
2016-11-22,26.0,32.8,28.0,78.0,2.7,0.0,7.0,360.0,1.0,N ,96741,22-11
2016-11-23,26.0,32.6,28.8,77.0,10.5,5.3,3.0,180.0,1.0,N ,96741,23-11
2016-11-24,26.0,,30.1,68.0,0.2,5.3,6.0,280.0,3.0,W ,96741,24-11
2016-11-25,27.0,32.2,29.2,71.0,,,6.0,270.0,2.0,N ,96741,25-11
2016-11-26,26.0,32.6,29.1,76.0,,1.5,4.0,90.0,1.0,N ,96741,26-11
2016-11-27,27.0,32.6,29.5,77.0,,6.8,4.0,70.0,2.0,E ,96741,27-11
2016-11-28,26.0,32.3,28.4,82.0,3.3,6.1,4.0,270.0,2.0,N ,96741,28-11
2016-11-29,26.0,29.7,27.6,79.0,2.8,4.6,4.0,310.0,3.0,NW,96741,29-11
2016-11-30,26.0,31.3,28.8,75.0,,0.0,6.0,260.0,2.0,N ,96741,30-11
2016-12-01,26.0,32.2,28.8,71.0,,0.2,8.0,270.0,5.0,W ,96741,01-12
2016-12-02,27.0,30.4,27.0,80.0,0.0,1.9,8.0,280.0,4.0,W ,96741,02-12
2016-12-03,25.0,33.5,28.5,75.0,6.6,0.4,13.0,280.0,5.0,W ,96741,03-12
2016-12-04,24.0,30.5,25.0,87.0,2.0,3.2,8.0,280.0,5.0,W ,96741,04-12
2016-12-05,25.0,29.2,26.1,83.0,7.0,0.2,8.0,270.0,4.0,W ,96741,05-12
2016-12-06,25.0,31.0,27.5,78.0,0.1,,6.0,310.0,3.0,W ,96741,06-12
2016-12-07,26.0,32.0,28.6,79.0,0.0,,4.0,320.0,2.0,W ,96741,07-12
2016-12-08,27.0,33.0,29.2,72.0,,1.2,4.0,360.0,2.0,N ,96741,08-12
2016-12-09,26.0,33.4,29.8,68.0,0.1,8.6,8.0,280.0,4.0,W ,96741,09-12
2016-12-10,28.0,32.8,29.7,71.0,0.0,6.0,8.0,280.0,4.0,W ,96741,10-12
2016-12-11,27.0,31.6,28.2,76.0,,7.5,5.0,300.0,2.0,W ,96741,11-12
2016-12-12,25.0,30.7,27.9,75.0,,2.7,7.0,320.0,3.0,W ,96741,12-12
2016-12-13,,32.8,28.7,72.0,3.0,4.5,5.0,280.0,3.0,W ,96741,13-12
2016-12-14,27.0,,28.6,74.0,0.5,4.1,4.0,350.0,2.0,W ,96741,14-12
2016-12-15,26.0,33.6,29.4,68.0,0.3,4.8,7.0,280.0,4.0,W ,96741,15-12
2016-12-16,27.0,32.0,29.2,73.0,,4.6,4.0,280.0,3.0,W ,96741,16-12
2016-12-17,27.0,31.0,28.5,76.0,0.3,5.9,5.0,240.0,3.0,W ,96741,17-12
2016-12-18,25.0,31.5,28.8,75.0,3.0,1.0,5.0,270.0,4.0,W ,96741,18-12
2016-12-19,27.0,31.7,28.1,77.0,,5.5,5.0,280.0,4.0,W ,96741,19-12
2016-12-20,26.0,,29.8,70.0,1.1,2.4,7.0,280.0,5.0,W ,96741,20-12
2016-12-21,27.0,33.6,29.6,69.0,,8.2,7.0,280.0,5.0,W ,96741,21-12
2016-12-22,26.0,32.2,28.7,72.0,0.0,5.3,7.0,280.0,6.0,W ,96741,22-12
2016-12-23,27.0,34.4,29.3,72.0,,5.0,7.0,290.0,5.0,W ,96741,23-12
2016-12-24,27.0,32.2,28.7,75.0,,6.2,7.0,280.0,5.0,W ,96741,24-12
2016-12-25,27.0,32.4,29.0,72.0,,1.5,7.0,260.0,3.0,W ,96741,25-12
2016-12-26,27.0,32.4,29.0,80.0,0.0,1.9,6.0,280.0,3.0,W ,96741,26-12
2016-12-27,26.0,33.4,28.3,74.0,1.3,5.8,7.0,270.0,4.0,W ,96741,27-12
2016-12-28,26.0,33.4,29.4,68.0,,1.0,7.0,280.0,4.0,W ,96741,28-12
2016-12-29,27.0,31.4,28.7,75.0,,5.8,5.0,300.0,3.0,W ,96741,29-12
2016-12-30,27.0,31.2,28.6,81.0,,2.8,5.0,290.0,3.0,W ,96741,30-12
2016-12-31,27.0,32.4,28.9,73.0,,4.2,4.0,340.0,3.0,W ,96741,31-12
2017-01-01,27.0,33.8,30.0,69.0,0.0,7.3,6.0,320.0,3.0,W ,96741,01-01
2017-01-02,28.0,33.2,30.0,67.0,,9.1,6.0,250.0,4.0,W ,96741,02-01
2017-01-03,28.0,32.8,30.1,70.0,,9.2,7.0,280.0,3.0,W ,96741,03-01
2017-01-04,26.0,30.3,27.3,79.0,1.5,,4.0,270.0,1.0,N ,96741,04-01
2017-01-05,25.0,31.6,28.2,81.0,7.7,0.0,5.0,360.0,2.0,N ,96741,05-01
2017-01-06,23.0,32.0,28.2,84.0,82.9,3.6,5.0,310.0,2.0,W ,96741,06-01
2017-01-07,26.0,32.0,28.8,76.0,,6.1,5.0,310.0,2.0,W ,96741,07-01
2017-01-08,27.0,32.5,29.4,72.0,0.0,5.5,4.0,360.0,2.0,N ,96741,08-01
2017-01-09,27.0,,27.5,80.0,,9.0,9.0,300.0,1.0,N ,96741,09-01
2017-01-10,24.0,,27.8,82.0,74.4,1.8,5.0,250.0,2.0,N ,96741,10-01
2017-01-11,25.0,31.4,27.7,85.0,5.0,3.9,5.0,280.0,2.0,W ,96741,11-01
2017-01-12,,32.6,27.9,81.0,4.7,0.9,7.0,280.0,4.0,W ,96741,12-01
2017-01-13,26.0,31.7,28.8,71.0,2.3,5.7,8.0,280.0,5.0,W ,96741,13-01
2017-01-14,27.0,28.7,27.0,76.0,,0.7,8.0,280.0,5.0,W ,96741,14-01
2017-01-15,25.0,30.6,28.0,78.0,0.9,0.4,6.0,270.0,4.0,W ,96741,15-01
2017-01-16,26.0,30.2,26.4,86.0,0.0,0.0,7.0,280.0,4.0,W ,96741,16-01
2017-01-17,25.0,,27.4,75.0,32.9,0.4,7.0,290.0,3.0,W ,96741,17-01
2017-01-18,25.0,32.6,29.0,70.0,0.0,2.6,5.0,280.0,4.0,W ,96741,18-01
2017-01-19,26.0,33.2,28.9,71.0,,6.5,8.0,270.0,5.0,W ,96741,19-01
2017-01-20,27.0,34.0,29.3,69.0,,,8.0,270.0,4.0,W ,96741,20-01
2017-01-21,27.0,32.2,29.0,74.0,,8.7,5.0,270.0,3.0,NW,96741,21-01
2017-01-22,28.0,29.6,28.4,77.0,,7.2,6.0,320.0,3.0,NW,96741,22-01
2017-01-23,26.0,32.3,29.0,73.0,0.0,3.5,5.0,280.0,3.0,W ,96741,23-01
2017-01-24,27.0,31.5,28.3,78.0,,6.4,5.0,320.0,3.0,W ,96741,24-01
2017-01-25,27.0,31.8,28.8,75.0,0.0,6.7,5.0,280.0,3.0,W ,96741,25-01
2017-01-26,24.0,30.8,27.5,84.0,12.3,3.0,5.0,200.0,3.0,W ,96741,26-01
2017-01-27,25.0,29.8,27.9,80.0,,0.8,5.0,290.0,4.0,W ,96741,27-01
2017-01-28,26.0,28.9,27.4,82.0,6.7,,6.0,310.0,3.0,W ,96741,28-01
2017-01-29,25.0,29.0,27.1,80.0,12.9,0.0,7.0,290.0,3.0,W ,96741,29-01
2017-01-30,26.0,30.8,27.0,85.0,13.7,0.7,5.0,310.0,2.0,W ,96741,30-01
2017-01-31,24.0,28.4,26.7,84.0,15.3,2.4,4.0,320.0,1.0,N ,96741,31-01
2017-02-01,25.0,30.3,26.3,86.0,21.0,0.0,5.0,300.0,2.0,NW,96741,01-02
2017-02-02,,29.1,26.8,82.0,3.2,0.2,5.0,280.0,2.0,W ,96741,02-02
2017-02-03,,30.0,25.8,82.0,,0.3,7.0,280.0,4.0,W ,96741,03-02
2017-02-04,24.0,32.3,27.7,78.0,25.0,2.4,8.0,290.0,5.0,W ,96741,04-02
2017-02-05,25.0,31.8,28.6,75.0,,4.3,9.0,320.0,4.0,W ,96741,05-02
2017-02-06,26.0,31.0,28.7,72.0,,7.1,7.0,270.0,4.0,W ,96741,06-02
2017-02-07,27.0,31.5,28.8,75.0,6.9,5.0,6.0,270.0,4.0,NW,96741,07-02
2017-02-08,,31.4,28.2,74.0,,3.9,5.0,280.0,3.0,W ,96741,08-02
2017-02-09,26.0,,28.0,76.0,0.4,4.1,5.0,270.0,3.0,W ,96741,09-02
2017-02-10,25.0,28.8,26.4,89.0,39.9,0.3,4.0,290.0,3.0,W ,96741,10-02
2017-02-11,24.0,28.7,26.1,89.0,15.4,0.0,5.0,230.0,3.0,NW,96741,11-02
2017-02-12,24.0,30.0,28.1,78.0,44.5,0.0,6.0,330.0,3.0,NW,96741,12-02
2017-02-13,24.0,31.2,27.6,83.0,25.1,2.4,6.0,320.0,3.0,NW,96741,13-02
2017-02-14,24.0,30.4,26.6,87.0,26.8,,6.0,280.0,3.0,NW,96741,14-02
2017-02-15,,31.0,26.8,85.0,34.0,3.2,5.0,300.0,3.0,W ,96741,15-02
2017-02-16,24.0,31.0,28.0,79.0,32.4,7.4,21.0,340.0,3.0,N ,96741,16-02
2017-02-17,24.0,31.0,27.2,83.0,148.6,5.7,4.0,310.0,1.0,N ,96741,17-02
2017-02-18,25.0,,28.2,79.0,,5.9,3.0,320.0,1.0,N ,96741,18-02
2017-02-19,26.0,28.8,26.9,88.0,21.4,3.1,4.0,320.0,2.0,N ,96741,19-02
2017-02-20,,27.0,26.6,90.0,20.8,,5.0,290.0,1.0,N ,96741,20-02
2017-02-21,,30.0,26.0,87.0,115.9,,4.0,230.0,2.0,N ,96741,21-02
2017-02-22,24.0,32.2,28.0,80.0,12.3,2.8,4.0,250.0,3.0,SW,96741,22-02
2017-02-23,25.0,32.4,27.9,78.0,20.5,8.8,3.0,60.0,2.0,W ,96741,23-02
2017-02-24,26.0,,28.2,79.0,,5.9,3.0,270.0,1.0,N ,96741,24-02
2017-02-25,26.0,32.0,28.5,76.0,0.0,6.0,4.0,330.0,1.0,N ,96741,25-02
2017-02-26,25.0,,28.1,79.0,0.9,,4.0,70.0,2.0,N ,96741,26-02
2017-02-27,26.0,31.8,28.5,78.0,2.7,9.3,4.0,300.0,3.0,SW,96741,27-02
2017-02-28,26.0,30.7,28.0,82.0,3.2,8.2,4.0,290.0,3.0,W ,96741,28-02
2017-03-01,25.0,32.0,28.0,78.0,20.8,3.8,4.0,270.0,2.0,N ,96741,01-03
2017-03-02,26.0,36.6,28.3,79.0,0.0,6.1,3.0,340.0,1.0,N ,96741,02-03
2017-03-03,26.0,31.6,28.4,79.0,0.3,8.1,4.0,320.0,2.0,W ,96741,03-03
2017-03-04,25.0,31.0,27.9,80.0,6.2,4.8,5.0,290.0,2.0,N ,96741,04-03
2017-03-05,26.0,32.4,29.0,77.0,0.0,7.5,4.0,220.0,2.0,E ,96741,05-03
2017-03-06,26.0,31.5,28.2,82.0,26.5,9.2,6.0,280.0,3.0,W ,96741,06-03
2017-03-07,25.0,30.6,27.9,81.0,22.7,4.9,6.0,260.0,2.0,N ,96741,07-03
2017-03-08,23.0,31.7,27.9,78.0,24.3,1.1,4.0,340.0,1.0,N ,96741,08-03
2017-03-09,26.0,31.8,28.5,77.0,,6.3,4.0,350.0,1.0,N ,96741,09-03
2017-03-10,27.0,32.2,29.0,75.0,,8.9,4.0,230.0,2.0,S ,96741,10-03
2017-03-11,26.0,32.2,28.5,72.0,,7.3,4.0,340.0,2.0,N ,96741,11-03
2017-03-12,26.0,32.5,29.0,73.0,0.0,8.7,5.0,320.0,2.0,N ,96741,12-03
2017-03-13,27.0,32.6,29.3,72.0,,5.5,4.0,340.0,1.0,N ,96741,13-03
2017-03-14,27.0,33.2,29.0,74.0,0.0,6.6,5.0,270.0,2.0,N ,96741,14-03
2017-03-15,27.0,33.0,29.2,70.0,3.6,3.0,5.0,280.0,2.0,W ,96741,15-03
2017-03-16,26.0,32.3,28.6,70.0,0.0,3.3,4.0,340.0,1.0,N ,96741,16-03
2017-03-17,26.0,32.8,29.3,72.0,0.0,6.9,4.0,230.0,2.0,SW,96741,17-03
2017-03-18,26.0,30.6,26.7,83.0,3.1,6.2,7.0,280.0,2.0,N ,96741,18-03
2017-03-19,25.0,32.2,27.9,78.0,9.0,1.4,5.0,270.0,2.0,W ,96741,19-03
2017-03-20,26.0,30.8,28.4,77.0,2.0,6.1,6.0,270.0,2.0,N ,96741,20-03
2017-03-21,25.0,31.6,28.6,79.0,3.8,1.7,4.0,350.0,1.0,N ,96741,21-03
2017-03-22,24.0,30.4,27.3,86.0,14.3,4.2,4.0,290.0,2.0,N ,96741,22-03
2017-03-23,25.0,30.1,26.1,87.0,24.4,1.0,4.0,280.0,2.0,W ,96741,23-03
2017-03-24,25.0,32.6,28.7,77.0,6.1,,3.0,10.0,1.0,N ,96741,24-03
2017-03-25,26.0,30.8,28.9,78.0,,9.5,3.0,330.0,1.0,N ,96741,25-03
2017-03-26,28.0,32.2,28.9,78.0,0.0,1.4,4.0,330.0,1.0,N ,96741,26-03
